Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	PCR Ribotype	Comment	Bio Project ID	Project	Sample	Secondary Sample	Date Entered	Release Date	Barcode	Status	Coverage	N50	Length	Species	Contig Number	No. N's	Assembly Barcode	Version
CLO_BA9871AA	CD-16-00088	ERR3465521;ILLUMINA;Paired;150;ERX3487199;SRA	Human	Human	Homo sapiens; stool sample	2015				Europe	Germany							Leibniz Institute DSMZ	27		PRJEB33779	ERP116599	SAMEA5843094	ERS3631641	2020-02-03	2020-01-31	CLO_BA9871AA	Assembled	92	146690	4105251	Clostridioides difficile;100.0%	67	8504	CLO_DA7675AA_AS	4.1
CLO_BA9873AA	CD-16-00086	ERR3465519;ILLUMINA;Paired;93;ERX3487197;SRA	Human	Human	Homo sapiens; stool sample	2015				Europe	Germany							Leibniz Institute DSMZ	27		PRJEB33779	ERP116599	SAMEA5843096	ERS3631643	2020-02-03	2020-01-31	CLO_BA9873AA	Assembled	173	40750	4096776	Clostridioides difficile;100.0%	216	180797	CLO_DA7673AA_AS	4.1
CLO_BA9898AA	CD-15-00945	ERR3465494;ILLUMINA;Paired;150;ERX3487172;SRA	Human	Human	Homo sapiens; stool sample	2015				Europe	Germany							Leibniz Institute DSMZ	27		PRJEB33779	ERP116599	SAMEA5842932	ERS3631479	2020-02-03	2020-01-31	CLO_BA9898AA	Assembled	159	150501	4132026	Clostridioides difficile;100.0%	66	8268	CLO_DA7648AA_AS	4.1
CLO_BA9912AA	CD-15-00931	ERR3465480;ILLUMINA;Paired;110;ERX3487158;SRA	Human	Human	Homo sapiens; stool sample	2015				Europe	Germany							Leibniz Institute DSMZ	27		PRJEB33779	ERP116599	SAMEA5843015	ERS3631562	2020-02-03	2020-01-31	CLO_BA9912AA	Assembled	107	166664	4152538	Clostridioides difficile;100.0%	57	9232	CLO_DA7634AA_AS	4.1
CLO_BA9930AA	CD-15-00889	ERR3465462;ILLUMINA;Paired;96;ERX3487140;SRA	Human	Human	Homo sapiens; stool sample	2014				Europe	Germany							Leibniz Institute DSMZ	27		PRJEB33779	ERP116599	SAMEA5843129	ERS3631676	2020-02-03	2020-01-31	CLO_BA9930AA	Assembled	259	188856	4121948	Clostridioides difficile;100.0%	67	19066	CLO_DA7616AA_AS	4.1
CLO_BA9953AA	CD-15-00865	ERR3465439;ILLUMINA;Paired;110;ERX3487117;SRA	Human	Human	Homo sapiens; stool sample	2014				Europe	Germany							Leibniz Institute DSMZ	27		PRJEB33779	ERP116599	SAMEA5843147	ERS3631694	2020-02-03	2020-01-31	CLO_BA9953AA	Assembled	160	81880	4085034	Clostridioides difficile;100.0%	107	42342	CLO_DA7593AA_AS	4.1
CLO_BA9961AA	CD-15-00857	ERR3465431;ILLUMINA;Paired;127;ERX3487109;SRA	Human	Human	Homo sapiens; stool sample	2014				Europe	Germany							Leibniz Institute DSMZ	27		PRJEB33779	ERP116599	SAMEA5843154	ERS3631701	2020-02-03	2020-01-31	CLO_BA9961AA	Assembled	323	147196	4185114	Clostridioides difficile;98.28%	77	36649	CLO_DA7585AA_AS	4.1
CLO_CA0013AA	CD-15-00684	ERR3465379;ILLUMINA;Paired;120;ERX3487057;SRA	Human	Human	Homo sapiens; stool sample	2014				Europe	Germany							Leibniz Institute DSMZ	27		PRJEB33779	ERP116599	SAMEA5843188	ERS3631735	2020-02-03	2020-01-31	CLO_CA0013AA	Assembled	155	67718	4107077	Clostridioides difficile;100.0%	122	40188	CLO_DA7533AA_AS	4.1
CLO_CA0029AA	CD-15-00663	ERR3465363;ILLUMINA;Paired;150;ERX3487041;SRA	Human	Human	Homo sapiens; stool sample	2013				Europe	Germany							Leibniz Institute DSMZ	27		PRJEB33779	ERP116599	SAMEA5843200	ERS3631747	2020-02-03	2020-01-31	CLO_CA0029AA	Assembled	191	150857	4132205	Clostridioides difficile;100.0%	77	18837	CLO_DA7517AA_AS	4.1
CLO_CA0052AA	CD-15-00638	ERR3465340;ILLUMINA;Paired;150;ERX3487018;SRA	Human	Human	Homo sapiens; stool sample	2013				Europe	Germany							Leibniz Institute DSMZ	27		PRJEB33779	ERP116599	SAMEA5843217	ERS3631764	2020-02-03	2020-01-31	CLO_CA0052AA	Assembled	180	156141	4115483	Clostridioides difficile;100.0%	69	11461	CLO_DA7494AA_AS	4.1
CLO_CA2886AA	SIRN_OG-014	traces-0gwCAAE;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2014				Europe	United Kingdom	Scotland						SSSCDRL	27						2020-09-15	2020-09-15	CLO_CA2886AA	Assembled	86	330258	4111235	Clostridioides difficile;100.0%	41	6450	CLO_EA6068AA_AS	4.1
CLO_CA2893AA	SIRN_SG-005	traces-0ZmoOYv;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2014				Europe	United Kingdom	Scotland						SSSCDRL	27						2020-09-15	2020-09-15	CLO_CA2893AA	Assembled	79	289291	4107977	Clostridioides difficile;100.0%	53	6711	CLO_EA6075AA_AS	4.1
CLO_CA2924AA	SIRN_TAY-123	traces-0RsfyvJ;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2009				Europe	United Kingdom	Scotland						SSSCDRL	27						2020-09-15	2020-09-15	CLO_CA2924AA	Assembled	107	230725	4109789	Clostridioides difficile;100.0%	49	6727	CLO_EA6106AA_AS	4.1
CLO_CA2925AA	SIRN_TAY-125	traces-0nWRTFs;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2009				Europe	United Kingdom	Scotland						SSSCDRL	27						2020-09-15	2020-09-15	CLO_CA2925AA	Assembled	66	230778	4107142	Clostridioides difficile;100.0%	58	8416	CLO_EA6107AA_AS	4.1
CLO_CA2946AA	SIRN_TAY-124	traces-0MpRmQG;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2009				Europe	United Kingdom	Scotland						SSSCDRL	27						2020-09-15	2020-09-15	CLO_CA2946AA	Assembled	91	230778	4108549	Clostridioides difficile;100.0%	47	6118	CLO_EA6131AA_AS	4.1
CLO_CA2951AA	SIRN_HG-015	traces-0Jhltqe;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2014				Europe	United Kingdom	Scotland						SSSCDRL	27						2020-09-15	2020-09-15	CLO_CA2951AA	Assembled	115	231290	4108404	Clostridioides difficile;100.0%	44	6622	CLO_EA6136AA_AS	4.1
CLO_CA3079AA	GSK318_S14	traces-0LLSJEQ;ILLUMINA;Paired;;NA;Uploaded				2003				Europe	Poland							ExpBac MM LUMC	27	.5 MIC					2020-09-28	2020-09-28	CLO_CA3079AA	Assembled	158	178099	4259776	Clostridioides difficile;95.46%	66	64630	CLO_EA6274AA_AS	4.1
CLO_CA8167AA	SMG-22-7	traces-0XrOFPO;ILLUMINA;Paired;;NA;Uploaded	Laboratory	Laboratory	EQA					Europe	United Kingdom	Scotland						SSSCDRL	27	EQA6					2022-01-10	2022-01-10	CLO_CA8167AA	Assembled	128	230624	4162981	Clostridioides difficile;100.0%	58	6171	CLO_FA3296AA_AS	4.1
CLO_CA8313AA	SMG-22-35	traces-0VWiKpL;ILLUMINA;Paired;;NA;Uploaded	Laboratory	Laboratory						Europe	United Kingdom	Scotland						SSSCDRL	27	EQA6					2022-01-17	2022-01-17	CLO_CA8313AA	Assembled	184	219488	4050656	Clostridioides difficile;100.0%	57	7883	CLO_FA3404AA_AS	4.1
CLO_CA9873AA	VPT_26	traces-0DwvSpp;ILLUMINA;Paired;;NA;Uploaded	Human	Human	200402													GareyLab	27	0					2022-08-19	2023-08-26	CLO_CA9873AA	Assembled	3276	204151	4171490	Clostridioides difficile;93.18%	69	93166	CLO_FA5154AA_AS	4.1
CLO_AA3454AA	C00000561	ERR126264;ILLUMINA;Paired;200;ERX102413;SRA								Europe	United Kingdom							University of Oxford	26		PRJEB3010	ERP001417	SAMEA1487092	ERS139389	2016-07-29	2012-08-28	CLO_AA3454AA	Assembled	110	161046	4118909	Clostridioides difficile;94.73%	101	2438	CLO_AA4566AA_AS	3.51
CLO_AA7250AA	CD-17-00027	traces-0LReNLp;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Homo sapiens	2014				Europe	Spain							Leibniz Institute DSMZ	26						2017-02-28	2018-01-01	CLO_AA7250AA	Assembled	116	88605	4241371	Clostridioides difficile;100.0%	129	3174	CLO_BA1559AA_AS	3.61
CLO_AA8738AA	CD.012.ED	traces-0QZiPPg;ILLUMINA;Paired;;NA;Uploaded	Human	Human						Europe	United Kingdom	Scotland						SSSCDRL	26						2018-08-16	2019-02-18	CLO_AA8738AA	Assembled	64	559745	4070910	Clostridioides difficile;91.49%	47	29336	CLO_BA4592AA_AS	4
CLO_AA8739AA	CD.011.ED	traces-0zzbGhC;ILLUMINA;Paired;;NA;Uploaded	Human	Human						Europe	United Kingdom	Scotland						SSSCDRL	26						2018-08-16	2019-02-18	CLO_AA8739AA	Assembled	76	404199	4338385	Clostridioides difficile;72.22%	97	85439	CLO_BA4593AA_AS	4
CLO_AA8740AA	CD.013.ED	traces-0lNpolg;ILLUMINA;Paired;;NA;Uploaded	Human	Human						Europe	United Kingdom	Scotland						SSSCDRL	26						2018-08-16	2019-02-18	CLO_AA8740AA	Assembled	61	479197	4069640	Clostridioides difficile;90.01%	50	27553	CLO_BA4594AA_AS	4
CLO_BA9475AA	CD-15-01030	ERR3473853;ILLUMINA;Paired;119;ERX3495495;SRA	Human	Human	Homo sapiens; stool sample					Europe	Germany							Leibniz Institute DSMZ	26		PRJEB33866	ERP116697	SAMEA5849362	ERS3637891	2020-02-03	2020-01-31	CLO_BA9475AA	Assembled	76	69508	4263216	Clostridioides difficile;99.06%	145	58559	CLO_DA8072AA_AS	4.1
CLO_CA1828AA	SMG-20-827	traces-0MzVDsN;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020				Europe	United Kingdom	Scotland						SSSCDRL	26						2020-05-14	2020-05-14	CLO_CA1828AA	Assembled	204	459800	4086698	Clostridioides difficile;94.45%	31	27593	CLO_EA4244AA_AS	4.1
CLO_CA1947AA	SMG-20-1135	traces-0Tzfzps;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020	6			Europe	United Kingdom	Scotland						SSSCDRL	26						2020-07-10	2020-07-10	CLO_CA1947AA	Assembled	100	412062	4224528	Clostridioides difficile;96.55%	47	26333	CLO_EA4653AA_AS	4.1
CLO_CA2090AA	SMG-20-1222	traces-0sKYBBI;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020	7			Europe	United Kingdom	Scotland						SSSCDRL	26						2020-08-07	2020-08-07	CLO_CA2090AA	Assembled	156	412173	4068754	Clostridioides difficile;100.0%	52	26908	CLO_EA5271AA_AS	4.1
CLO_CA2091AA	SMG-20-1229	traces-0GhuMIs;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020	7			Europe	United Kingdom	Scotland						SSSCDRL	26						2020-08-07	2020-08-07	CLO_CA2091AA	Assembled	108	211968	4067985	Clostridioides difficile;100.0%	67	28350	CLO_EA5307AA_AS	4.1
CLO_CA2689AA	SMG-20-1416	traces-0xiFVva;ILLUMINA;Paired;;NA;Uploaded	Human	Human						Europe	United Kingdom	Scotland						SSSCDRL	26						2020-08-31	2020-08-31	CLO_CA2689AA	Assembled	136	319119	4420441	Clostridioides difficile;97.5%	73	69346	CLO_EA5944AA_AS	4.1
CLO_CA2877AA	SIRN_ST-046	traces-0wpsMYe;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2014				Europe	United Kingdom	Scotland						SSSCDRL	26						2020-09-15	2020-09-15	CLO_CA2877AA	Assembled	112	429147	4104065	Clostridioides difficile;100.0%	51	32899	CLO_EA6059AA_AS	4.1
CLO_CA2881AA	SIRN_HT-016	traces-0lhQIcs;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2013				Europe	United Kingdom	Scotland						SSSCDRL	26						2020-09-15	2020-09-15	CLO_CA2881AA	Assembled	88	559866	4074409	Clostridioides difficile;95.83%	43	29111	CLO_EA6063AA_AS	4.1
CLO_CA2936AA	SIRN_SD-008	traces-0cBrLjB;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2014				Europe	United Kingdom	Scotland						SSSCDRL	26						2020-09-15	2020-09-15	CLO_CA2936AA	Assembled	146	281887	3921206	Clostridioides difficile;100.0%	47	6127	CLO_EA6121AA_AS	4.1
CLO_CA2941AA	SIRN_ST-047	traces-0BGGjpX;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2014				Europe	United Kingdom	Scotland						SSSCDRL	26						2020-09-15	2020-09-15	CLO_CA2941AA	Assembled	142	403252	4166913	Clostridioides difficile;100.0%	48	36351	CLO_EA6126AA_AS	4.1
CLO_CA2971AA	SIRN_OG-009	traces-0ogglBg;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2014				Europe	United Kingdom	Scotland						SSSCDRL	26						2020-09-15	2020-09-15	CLO_CA2971AA	Assembled	124	321538	4339828	Clostridioides difficile;97.5%	80	153937	CLO_EA6156AA_AS	4.1
CLO_CA2987AA	SIRN_HT-010	traces-0CKFKli;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2013				Europe	United Kingdom	Scotland						SSSCDRL	26						2020-09-15	2020-09-15	CLO_CA2987AA	Assembled	102	427945	4105226	Clostridioides difficile;100.0%	46	34164	CLO_EA6172AA_AS	4.1
CLO_CA7596AA	SMG-21-1750	traces-0mGJRNW;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2021	9			Europe	United Kingdom	Scotland						SSSCDRL	26						2021-10-11	2021-10-11	CLO_CA7596AA	Assembled	136	412032	4085154	Clostridioides difficile;100.0%	54	31307	CLO_FA2598AA_AS	4.1
CLO_CA7608AA	SMG-21-1797	traces-0mOLNax;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2021	9			Europe	United Kingdom	Scotland						SSSCDRL	26						2021-10-11	2021-10-11	CLO_CA7608AA	Assembled	127	209700	4285907	Clostridioides difficile;92.6%	87	64141	CLO_FA2610AA_AS	4.1
CLO_CA7744AA	SMG-21-1891	traces-0qdJVbj;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2021	9			Europe	United Kingdom	Scotland						SSSCDRL	26						2021-10-29	2021-10-29	CLO_CA7744AA	Assembled	154	87854	4240290	Clostridioides difficile;100.0%	119	45314	CLO_FA2747AA_AS	4.1
CLO_CA7791AA	SMG-21-1957	traces-0VceuZl;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2021	10			Europe	United Kingdom	Scotland						SSSCDRL	26						2021-11-08	2021-11-08	CLO_CA7791AA	Assembled	87	235814	4194597	Clostridioides difficile;97.22%	54	29688	CLO_FA2892AA_AS	4.1
CLO_CA8030AA	SMG-21-2231	traces-0NUoKZY;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2021	11			Europe	United Kingdom	Scotland						SSSCDRL	26						2021-12-20	2021-12-20	CLO_CA8030AA	Assembled	66	368589	4123571	Clostridioides difficile;100.0%	47	22622	CLO_FA3134AA_AS	4.1
CLO_CA8352AA	SMG-22-159	traces-0gSeuHG;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2022	1			Europe	United Kingdom	Scotland						SSSCDRL	26						2022-02-04	2022-02-04	CLO_CA8352AA	Assembled	67	244735	4342894	Clostridioides difficile;100.0%	64	70876	CLO_FA3425AA_AS	4.1
CLO_CA8486AA	SMG-22-326	traces-0fHeQks;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2022	2			Europe	United Kingdom	Scotland						D. Brown (Scotland)	26						2022-03-11	2022-03-11	CLO_CA8486AA	Assembled	228	412005	4067614	Clostridioides difficile;92.01%	44	68374	CLO_FA3575AA_AS	4.1
CLO_BA9469AA	CD-15-01007	ERR3473859;ILLUMINA;Paired;103;ERX3495501;SRA	Human	Human	Homo sapiens; stool sample					Europe	Germany							Leibniz Institute DSMZ	24		PRJEB33866	ERP116697	SAMEA5849383	ERS3637912	2020-02-03	2020-01-31	CLO_BA9469AA	Assembled	79	204177	4196921	Clostridioides difficile;100.0%	57	31755	CLO_DA8078AA_AS	4.1
CLO_CA1873AA	SMG-20-999	traces-0ObCrsK;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020				Europe	United Kingdom	Scotland						SSSCDRL	24						2020-06-15	2020-06-15	CLO_CA1873AA	Assembled	92	273470	4218249	Clostridioides difficile;94.74%	60	39512	CLO_EA4447AA_AS	4.1
CLO_CA2980AA	SIRN_TAY-071	traces-0hIYSgA;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2009				Europe	United Kingdom	Scotland						SSSCDRL	24						2020-09-15	2020-09-15	CLO_CA2980AA	Assembled	55	324622	4243248	Clostridioides difficile;100.0%	38	14813	CLO_EA6165AA_AS	4.1
CLO_AA2553AA	C00002723	ERR142362;ILLUMINA;Paired;200;ERX118366;SRA	Human	Human		2008				Europe	United Kingdom							University of Oxford	23		PRJEB3093	ERP001520	SAMEA1571350	ERS150073	2016-07-29	2012-11-09	CLO_AA2553AA	Assembled	47	85102	4197649	Clostridioides difficile;88.77%	154	8634	CLO_AA6655AA_AS	3.51
CLO_AA3450AA	C00001506	ERR126268;ILLUMINA;Paired;200;ERX102417;SRA								Europe	United Kingdom							University of Oxford	23		PRJEB3010	ERP001417	SAMEA1487117	ERS139393	2016-07-29	2012-08-28	CLO_AA3450AA	Assembled	79	28486	4208235	Clostridioides difficile;96.75%	310	10983	CLO_AA4570AA_AS	3.51
CLO_AA3452AA	C00000568	ERR126266;ILLUMINA;Paired;200;ERX102415;SRA								Europe	United Kingdom							University of Oxford	23		PRJEB3010	ERP001417	SAMEA1487072	ERS139391	2016-07-29	2012-08-28	CLO_AA3452AA	Assembled	118	140529	4210239	Clostridioides difficile;87.71%	139	2725	CLO_AA4568AA_AS	3.51
CLO_AA4843AA	C00004983	ERR232375;ILLUMINA;Paired;193;ERX206925;SRA	Human	Human		2008				Europe	United Kingdom	Oxford						University of Oxford	23		PRJEB1483	ERP002256	SAMEA2052287	ERS216157	2016-10-24	2013-11-25	CLO_AA4843AA	Assembled	99	170019	4215879	Clostridioides difficile;88.15%	100	1493	CLO_AA7525AA_AS	3.51
CLO_BA9532AA	CD-16-00530	ERR3473796;ILLUMINA;Paired;116;ERX3495438;SRA	Human	Human	Homo sapiens; stool sample	2010				Europe	Germany							Leibniz Institute DSMZ	23		PRJEB33868	ERP116699	SAMEA5849468	ERS3637997	2020-02-03	2020-01-31	CLO_BA9532AA	Assembled	113	206855	4181486	Clostridioides difficile;100.0%	82	7636	CLO_DA8015AA_AS	4.1
CLO_BA9823AA	CD-16-00139	ERR3465571;ILLUMINA;Paired;150;ERX3487249;SRA	Human	Human	Homo sapiens; stool sample	2015				Europe	Germany							Leibniz Institute DSMZ	23		PRJEB33779	ERP116599	SAMEA5843062	ERS3631609	2020-02-03	2020-01-31	CLO_BA9823AA	Assembled	282	169757	4127407	Clostridioides difficile;100.0%	67	7988	CLO_DA7723AA_AS	4.1
CLO_BA9847AA	CD-16-00113	ERR3465546;ILLUMINA;Paired;100;ERX3487224;SRA	Human	Human	Homo sapiens; stool sample	2015				Europe	Germany							Leibniz Institute DSMZ	23		PRJEB33779	ERP116599	SAMEA5843076	ERS3631623	2020-02-03	2020-01-31	CLO_BA9847AA	Assembled	146	206855	4303598	Clostridioides difficile;100.0%	84	8942	CLO_DA7699AA_AS	4.1
CLO_BA9848AA	CD-16-00112	ERR3465545;ILLUMINA;Paired;91;ERX3487223;SRA	Human	Human	Homo sapiens; stool sample	2015				Europe	Germany							Leibniz Institute DSMZ	23		PRJEB33779	ERP116599	SAMEA5843077	ERS3631624	2020-02-03	2020-01-31	CLO_BA9848AA	Assembled	96	157162	4179322	Clostridioides difficile;100.0%	90	16461	CLO_DA7698AA_AS	4.1
CLO_BA9903AA	CD-15-00940	ERR3465489;ILLUMINA;Paired;150;ERX3487167;SRA	Human	Human	Homo sapiens; stool sample	2014				Europe	Germany							Leibniz Institute DSMZ	23		PRJEB33779	ERP116599	SAMEA5842939	ERS3631486	2020-02-03	2020-01-31	CLO_BA9903AA	Assembled	165	157150	4164916	Clostridioides difficile;100.0%	71	8374	CLO_DA7643AA_AS	4.1
CLO_BA9911AA	CD-15-00932	ERR3465481;ILLUMINA;Paired;171;ERX3487159;SRA	Human	Human	Homo sapiens; stool sample	2015				Europe	Germany							Leibniz Institute DSMZ	23		PRJEB33779	ERP116599	SAMEA5843113	ERS3631660	2020-02-03	2020-01-31	CLO_BA9911AA	Assembled	82	201324	4196342	Clostridioides difficile;97.87%	72	11362	CLO_DA7635AA_AS	4.1
CLO_BA9920AA	CD-15-00923	ERR3465472;ILLUMINA;Paired;150;ERX3487150;SRA	Human	Human	Homo sapiens; stool sample	2014				Europe	Germany							Leibniz Institute DSMZ	23		PRJEB33779	ERP116599	SAMEA5843120	ERS3631667	2020-02-03	2020-01-31	CLO_BA9920AA	Assembled	168	195878	4338707	Clostridioides difficile;94.93%	92	59390	CLO_DA7626AA_AS	4.1
CLO_BA9928AA	CD-15-00891	ERR3465464;ILLUMINA;Paired;98;ERX3487142;SRA	Human	Human	Homo sapiens; stool sample	2014				Europe	Germany							Leibniz Institute DSMZ	23		PRJEB33779	ERP116599	SAMEA5843127	ERS3631674	2020-02-03	2020-01-31	CLO_BA9928AA	Assembled	93	190484	4233137	Clostridioides difficile;100.0%	57	12913	CLO_DA7618AA_AS	4.1
CLO_BA9942AA	CD-15-00876	ERR3465450;ILLUMINA;Paired;120;ERX3487128;SRA	Human	Human	Homo sapiens; stool sample	2014				Europe	Germany							Leibniz Institute DSMZ	23		PRJEB33779	ERP116599	SAMEA5842999	ERS3631546	2020-02-03	2020-01-31	CLO_BA9942AA	Assembled	345	131139	4158332	Clostridioides difficile;100.0%	117	13000	CLO_DA7604AA_AS	4.1
CLO_BA9996AA	CD-15-00703	ERR3465396;ILLUMINA;Paired;100;ERX3487074;SRA	Human	Human	Homo sapiens; stool sample	2013				Europe	Germany							Leibniz Institute DSMZ	23		PRJEB33779	ERP116599	SAMEA5843178	ERS3631725	2020-02-03	2020-01-31	CLO_BA9996AA	Assembled	178	118107	4205066	Clostridioides difficile;97.14%	72	72763	CLO_DA7550AA_AS	4.1
CLO_CA0005AA	CD-15-00694	ERR3465387;ILLUMINA;Paired;121;ERX3487065;SRA	Human	Human	Homo sapiens; stool sample	2013				Europe	Germany							Leibniz Institute DSMZ	23		PRJEB33779	ERP116599	SAMEA5843182	ERS3631729	2020-02-03	2020-01-31	CLO_CA0005AA	Assembled	180	105332	4165990	Clostridioides difficile;98.87%	124	84241	CLO_DA7541AA_AS	4.1
CLO_CA1852AA	SMG-20-938	traces-0FGdjdK;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020				Europe	United Kingdom	Scotland						SSSCDRL	23						2020-06-08	2020-06-08	CLO_CA1852AA	Assembled	87	230969	4176257	Clostridioides difficile;100.0%	75	5596	CLO_EA4386AA_AS	4.1
CLO_CA1857AA	SMG-20-949	traces-0jSuTJW;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020				Europe	United Kingdom	Scotland						SSSCDRL	23						2020-06-08	2020-06-08	CLO_CA1857AA	Assembled	135	195281	4224191	Clostridioides difficile;97.96%	83	54915	CLO_EA4391AA_AS	4.1
CLO_CA1859AA	SMG-20-1003	traces-0eIlNkM;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020	6			Europe	United Kingdom	Scotland						SSSCDRL	23						2020-06-15	2020-06-15	CLO_CA1859AA	Assembled	125	170504	4172626	Clostridioides difficile;100.0%	73	6059	CLO_EA4433AA_AS	4.1
CLO_CA1872AA	SMG-20-996	traces-0RZTYXm;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020				Europe	United Kingdom	Scotland						SSSCDRL	23						2020-06-15	2020-06-15	CLO_CA1872AA	Assembled	90	170409	4221051	Clostridioides difficile;96.08%	87	59951	CLO_EA4446AA_AS	4.1
CLO_CA1999AA	SMG-20-1165	traces-0zkxpMD;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020	6			Europe	United Kingdom	Scotland						SSSCDRL	23						2020-07-13	2020-07-13	CLO_CA1999AA	Assembled	77	189708	4266393	Clostridioides difficile;98.33%	102	49297	CLO_EA4806AA_AS	4.1
CLO_CA2001AA	SMG-20-1166	traces-0rlvplC;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020	6			Europe	United Kingdom	Scotland						SSSCDRL	23						2020-07-13	2020-07-13	CLO_CA2001AA	Assembled	178	189869	4289264	Clostridioides difficile;100.0%	83	11090	CLO_EA4808AA_AS	4.1
CLO_CA2005AA	SMG-20-1147	traces-0RPPSmj;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020	6			Europe	United Kingdom	Scotland						SSSCDRL	23						2020-07-13	2020-07-13	CLO_CA2005AA	Assembled	154	189869	4224150	Clostridioides difficile;98.18%	94	11163	CLO_EA4812AA_AS	4.1
CLO_CA2007AA	SMG-20-1151	traces-0SytHcN;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020	6			Europe	United Kingdom	Scotland						SSSCDRL	23						2020-07-13	2020-07-13	CLO_CA2007AA	Assembled	102	170567	4222572	Clostridioides difficile;98.21%	85	11417	CLO_EA4814AA_AS	4.1
CLO_CA2071AA	SMG-20-1306	traces-0ZSQeFb;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020	7			Europe	United Kingdom	Scotland						SSSCDRL	23						2020-08-07	2020-08-07	CLO_CA2071AA	Assembled	189	170448	4149130	Clostridioides difficile;97.44%	73	18713	CLO_EA5252AA_AS	4.1
CLO_CA2099AA	SMG-20-1232	traces-0QuWDeL;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020	7			Europe	United Kingdom	Scotland						SSSCDRL	23						2020-08-07	2020-08-07	CLO_CA2099AA	Assembled	190	170480	4221689	Clostridioides difficile;96.83%	122	68342	CLO_EA5310AA_AS	4.1
CLO_CA2102AA	SMG-20-1215	traces-0KbKKUh;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020	7			Europe	United Kingdom	Scotland						SSSCDRL	23						2020-08-07	2020-08-07	CLO_CA2102AA	Assembled	258	195281	4269546	Clostridioides difficile;98.57%	120	52774	CLO_EA5312AA_AS	4.1
CLO_CA2105AA	SMG-20-1248	traces-0OdTxIy;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020	7			Europe	United Kingdom	Scotland						SSSCDRL	23						2020-08-07	2020-08-07	CLO_CA2105AA	Assembled	150	195882	4216337	Clostridioides difficile;100.0%	85	5867	CLO_EA5315AA_AS	4.1
CLO_CA2115AA	SMG-20-1259	traces-0uQTWhF;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2020	7			Europe	United Kingdom	Scotland						SSSCDRL	23						2020-08-07	2020-08-07	CLO_CA2115AA	Assembled	210	170778	4172621	Clostridioides difficile;100.0%	68	7655	CLO_EA5325AA_AS	4.1
CLO_CA2632AA	SMG-20-1351	traces-0aNCadh;ILLUMINA;Paired;;NA;Uploaded	Human	Human						Europe	United Kingdom	Scotland						SSSCDRL	23						2020-08-24	2020-08-24	CLO_CA2632AA	Assembled	225	183464	4224604	Clostridioides difficile;100.0%	86	13569	CLO_EA5886AA_AS	4.1
CLO_CA2634AA	SMG-20-1356	traces-0rcpKWX;ILLUMINA;Paired;;NA;Uploaded	Human	Human						Europe	United Kingdom	Scotland						SSSCDRL	23						2020-08-24	2020-08-24	CLO_CA2634AA	Assembled	158	189865	4761859	Clostridioides difficile;100.0%	86	6862	CLO_EA5888AA_AS	4.1
